Season,TeamID,total_games,num_wins,num_losses,win_pct,avg_points_for,avg_points_against,avg_game_margin,std_game_margin,non_home_wins,home_losses,close_wins,close_losses,3FGA_pg,3FGM_pg,3_pct,FTM_pg,FTA_pg,FT_pct,TOV_pg,avg_pace,off_eff,def_eff,pythag_win_pct,luck,Seed,wins_vs_tourney_teams,away_wins_vs_tourney_teams,losses_vs_tourney_teams,losses_vs_non_tourney_teams,games_vs_tourney_teams,final_net,prev_net,net_improvement,final_pom,prev_pom,pom_improvement
2015,1264,32,19,13,0.59375,69.875,67.5,2.375,10.340303428816778,10.0,2.0,2.0,5.0,19.21875,6.53125,0.33983739837398375,17.53125,25.25,0.6943069306930693,14.5,64.3672,107.24356845866734,103.01545327318311,0.6179869192927308,-0.024236919292730752,Y16b,0.0,0.0,1.0,12.0,1.0,168.0,211.0,43.0,146.0,188.0,42.0
2015,1265,32,7,25,0.21875,61.15625,68.78125,-7.625,8.395497305103492,4.0,9.0,2.0,3.0,22.40625,7.0625,0.31520223152022314,13.53125,19.34375,0.6995153473344103,13.625,63.120599999999996,97.13142525262069,109.31047211733146,0.16322676499918912,0.05552323500081088,None,0.0,0.0,3.0,22.0,3.0,317.0,329.0,12.0,308.0,310.0,2.0
2015,1266,32,13,19,0.40625,65.09375,67.03125,-1.9375,14.482613498605836,4.0,8.0,3.0,4.0,18.8125,6.46875,0.3438538205980066,12.25,19.0,0.6447368421052632,12.5625,61.44619999999999,104.92576816296332,107.90726513897897,0.39939520439839066,0.0068547956016093425,None,1.0,0.0,15.0,4.0,16.0,147.0,142.0,-5.0,111.0,116.0,5.0
2015,1267,30,9,21,0.3,65.33333333333333,71.56666666666666,-6.233333333333333,14.988180528521651,1.0,7.0,0.0,2.0,24.0,7.466666666666667,0.3111111111111111,12.8,19.833333333333332,0.6453781512605042,15.266666666666667,66.85539555555556,97.4614015694846,106.73822290343118,0.21967227671948547,0.08032772328051452,None,0.0,0.0,3.0,18.0,3.0,296.0,284.0,-12.0,264.0,254.0,-10.0
2015,1268,33,27,6,0.8181818181818182,69.48484848484848,63.24242424242424,6.242424242424242,12.443886908670294,9.0,1.0,5.0,0.0,19.606060606060606,7.303030303030303,0.37248840803709427,17.272727272727273,22.818181818181817,0.756972111553785,12.030303030303031,61.51796363636364,112.90087418994104,101.96843233355985,0.7874119429141853,0.030769875267632973,Y04,8.0,5.0,5.0,1.0,13.0,13.0,10.0,-3.0,33.0,39.0,6.0
2015,1269,32,17,15,0.53125,69.375,70.46875,-1.09375,11.029390778166308,7.0,5.0,3.0,3.0,15.25,4.5,0.29508196721311475,16.625,23.625,0.7037037037037037,14.09375,64.89366666666666,105.81957672051468,108.07434753635931,0.44581585711706634,0.08543414288293366,None,3.0,0.0,7.0,8.0,10.0,81.0,39.0,-42.0,135.0,102.0,-33.0
2015,1270,27,11,16,0.4074074074074074,67.44444444444444,72.07407407407408,-4.62962962962963,13.600512376372546,4.0,5.0,4.0,2.0,20.037037037037038,6.333333333333333,0.3160813308687615,11.925925925925926,18.48148148148148,0.6452905811623246,10.592592592592593,62.34224197530863,107.51384023970924,114.81744062366985,0.2842478364080375,0.12315957099936986,None,0.0,0.0,3.0,13.0,3.0,279.0,281.0,2.0,282.0,269.0,-13.0
2015,1271,32,18,14,0.5625,67.65625,67.0625,0.59375,15.235360545044545,11.0,3.0,2.0,3.0,16.78125,6.46875,0.3854748603351955,15.75,23.875,0.6596858638743456,15.1875,61.720666666666666,108.89047298880385,108.01012347783454,0.5306148338557659,0.03188516614423409,None,0.0,0.0,4.0,10.0,4.0,195.0,201.0,6.0,194.0,200.0,6.0
2015,1272,32,18,14,0.5625,67.34375,63.09375,4.25,16.554833131143305,6.0,6.0,4.0,2.0,15.8125,5.1875,0.32806324110671936,12.03125,18.0625,0.6660899653979239,13.34375,62.37306666666666,106.98219378519477,100.87024731288415,0.7123388373753818,-0.14983883737538184,None,1.0,0.0,8.0,6.0,9.0,83.0,93.0,10.0,85.0,84.0,-1.0
2015,1273,31,16,15,0.5161290322580645,65.90322580645162,63.67741935483871,2.225806451612903,12.671302800904744,7.0,3.0,4.0,5.0,17.0,5.774193548387097,0.3396584440227704,14.451612903225806,21.258064516129032,0.6798179059180577,10.903225806451612,57.82535131964809,112.03108131064776,107.2777304383685,0.617254486451454,-0.10112545419338947,None,0.0,0.0,3.0,12.0,3.0,212.0,221.0,9.0,181.0,179.0,-2.0
2015,1274,33,21,12,0.6363636363636364,68.39393939393939,63.121212121212125,5.2727272727272725,14.802278136034634,11.0,6.0,3.0,4.0,21.90909090909091,7.909090909090909,0.36099585062240663,13.757575757575758,18.666666666666668,0.737012987012987,10.090909090909092,59.459025454545454,113.64572222392621,103.91567910573667,0.7532389851168761,-0.1168753487532398,None,2.0,1.0,7.0,5.0,9.0,65.0,62.0,-3.0,52.0,60.0,8.0
2015,1275,31,12,19,0.3870967741935484,66.25806451612904,70.3225806451613,-4.064516129032258,12.43028425665933,3.0,7.0,3.0,4.0,17.06451612903226,5.870967741935484,0.34404536862003776,14.387096774193548,20.29032258064516,0.7090620031796503,12.96774193548387,62.34563440860215,105.06434363925719,111.15843508290685,0.3040379729788365,0.08305880121471187,None,0.0,0.0,4.0,15.0,4.0,230.0,291.0,61.0,196.0,239.0,43.0
2015,1276,31,15,16,0.4838709677419355,63.83870967741935,63.87096774193548,-0.03225806451612903,12.822570501111832,4.0,6.0,3.0,7.0,21.838709677419356,7.709677419354839,0.35302806499261447,10.709677419354838,14.290322580645162,0.7494356659142212,9.67741935483871,57.66979440860215,108.45772337969075,108.7100003068607,0.4982432504347705,-0.014372282692835026,None,2.0,1.0,12.0,4.0,14.0,80.0,85.0,5.0,76.0,93.0,17.0
2015,1277,34,23,11,0.6764705882352942,71.88235294117646,63.411764705882355,8.470588235294118,13.630060407525814,11.0,4.0,4.0,6.0,19.5,7.529411764705882,0.3861236802413273,11.352941176470589,17.941176470588236,0.6327868852459017,11.617647058823529,59.99924705882352,116.71069853694831,103.06975754597654,0.8512014077466877,-0.17473081951139358,W07,7.0,4.0,8.0,3.0,15.0,23.0,36.0,13.0,17.0,23.0,6.0
2015,1278,32,17,15,0.53125,73.125,68.0,5.125,14.32600345525576,5.0,6.0,1.0,4.0,19.46875,7.25,0.3723916532905297,12.875,19.0625,0.6754098360655738,12.15625,64.64586666666668,111.92479992259268,104.99664895624979,0.7331643117978871,-0.2019143117978871,None,4.0,3.0,10.0,5.0,14.0,98.0,78.0,-20.0,58.0,49.0,-9.0
2015,1279,32,20,12,0.625,72.625,67.5,5.125,11.041823898251593,11.0,7.0,4.0,4.0,19.125,6.46875,0.3382352941176471,16.90625,21.71875,0.7784172661870503,11.34375,63.163,114.5002007185908,105.99808981373265,0.7345743196889808,-0.10957431968898079,Z11b,4.0,3.0,7.0,5.0,11.0,60.0,36.0,-24.0,44.0,30.0,-14.0
2015,1280,31,12,19,0.3870967741935484,61.87096774193548,64.06451612903226,-2.193548387096774,12.235377987856493,4.0,8.0,2.0,1.0,13.774193548387096,4.290322580645161,0.3114754098360656,15.64516129032258,22.580645161290324,0.6928571428571428,14.935483870967742,60.93027096774193,101.39248466482144,105.55897255897264,0.38116208471453294,0.005934689479015431,None,1.0,0.0,6.0,13.0,7.0,216.0,176.0,-40.0,169.0,162.0,-7.0
2015,1281,31,8,23,0.25806451612903225,60.03225806451613,68.16129032258064,-8.129032258064516,13.597300338038812,0.0,8.0,2.0,4.0,18.548387096774192,6.032258064516129,0.32521739130434785,11.483870967741936,17.225806451612904,0.6666666666666666,12.903225806451612,60.02394838709678,98.55131626705035,113.29442067454549,0.14597848670775948,0.11208602942127277,None,2.0,0.0,11.0,12.0,13.0,218.0,190.0,-28.0,210.0,203.0,-7.0
2015,1282,31,12,19,0.3870967741935484,64.19354838709677,67.12903225806451,-2.935483870967742,12.226189456933692,5.0,4.0,3.0,4.0,19.70967741935484,6.580645161290323,0.33387888707037644,14.96774193548387,21.516129032258064,0.6956521739130435,13.03225806451613,60.750635542521984,103.4344577778886,109.16104849523468,0.34933343162254543,0.037763342571002945,None,0.0,0.0,3.0,16.0,3.0,295.0,293.0,-2.0,288.0,287.0,-1.0
2015,1283,29,9,20,0.3103448275862069,58.89655172413793,65.48275862068965,-6.586206896551724,13.70003081139075,2.0,6.0,2.0,4.0,16.448275862068964,5.172413793103448,0.3144654088050315,12.068965517241379,16.310344827586206,0.7399577167019028,12.03448275862069,57.7580539184953,100.34095319780785,111.08589740470703,0.18625651964116766,0.12408830794503925,None,0.0,0.0,4.0,16.0,4.0,247.0,215.0,-32.0,266.0,229.0,-37.0
2015,1284,33,18,15,0.5454545454545454,64.66666666666667,63.93939393939394,0.7272727272727273,10.952439128569205,10.0,7.0,3.0,6.0,15.333333333333334,5.181818181818182,0.33794466403162055,15.242424242424242,21.12121212121212,0.7216642754662841,12.909090909090908,60.915393939393944,105.05395210678257,103.3840635096019,0.5392503151155321,0.006204230339013295,None,0.0,0.0,5.0,10.0,5.0,176.0,200.0,24.0,183.0,195.0,12.0
2015,1285,30,18,12,0.6,70.73333333333333,68.06666666666666,2.6666666666666665,10.994948334980428,7.0,4.0,5.0,4.0,21.8,7.966666666666667,0.3654434250764526,13.1,18.266666666666666,0.7171532846715328,11.866666666666667,59.7859646060606,114.07841440184345,109.16641370906254,0.6305441309355356,-0.03054413093553565,None,2.0,1.0,4.0,8.0,6.0,145.0,172.0,27.0,162.0,159.0,-3.0
2015,1286,29,6,23,0.20689655172413793,63.37931034482759,72.79310344827586,-9.413793103448276,15.318497363463402,2.0,9.0,2.0,3.0,22.655172413793103,8.068965517241379,0.3561643835616438,11.448275862068966,15.89655172413793,0.7201735357917571,13.620689655172415,62.88397241379311,100.81585523285257,115.62258577035571,0.12715969310389869,0.07973685862023924,None,0.0,0.0,7.0,16.0,7.0,324.0,309.0,-15.0,319.0,319.0,0.0
2015,1287,32,15,17,0.46875,69.125,66.46875,2.65625,13.826173944280464,10.0,6.0,2.0,6.0,18.84375,6.40625,0.33996683250414594,13.96875,19.375,0.7209677419354839,13.40625,62.69099999999999,108.83988908730623,105.98046877998323,0.6329880314477316,-0.16423803144773164,None,1.0,0.0,4.0,13.0,5.0,201.0,227.0,26.0,164.0,193.0,29.0
2015,1288,31,7,24,0.22580645161290322,61.225806451612904,70.93548387096774,-9.709677419354838,11.136089394069892,2.0,5.0,3.0,2.0,18.516129032258064,5.258064516129032,0.28397212543554007,12.548387096774194,20.06451612903226,0.6254019292604501,10.709677419354838,62.40268387096773,98.10943151387934,112.95780499071054,0.11429713948527168,0.11150931212763154,None,1.0,0.0,5.0,19.0,6.0,337.0,332.0,-5.0,337.0,335.0,-2.0
2015,1290,32,6,26,0.1875,63.90625,80.0625,-16.15625,18.008868258097177,3.0,6.0,2.0,1.0,16.21875,4.90625,0.302504816955684,12.875,19.6875,0.653968253968254,15.03125,67.56583636363636,93.467746037168,117.8377765541584,0.041679188990188756,0.14582081100981126,None,0.0,0.0,4.0,22.0,4.0,345.0,341.0,-4.0,347.0,346.0,-1.0
2015,1291,30,15,15,0.5,63.1,64.83333333333333,-1.7333333333333334,16.03523897199193,6.0,4.0,2.0,6.0,23.033333333333335,7.6,0.3299565846599131,11.366666666666667,16.666666666666668,0.6819999999999999,12.233333333333333,59.99361422222221,103.5724252325727,105.29274050797216,0.40686308040312213,0.09313691959687787,None,0.0,0.0,4.0,11.0,4.0,188.0,180.0,-8.0,224.0,210.0,-14.0
2015,1292,34,18,16,0.5294117647058824,63.294117647058826,62.3235294117647,0.9705882352941176,13.596031631493341,7.0,3.0,8.0,3.0,18.676470588235293,6.764705882352941,0.36220472440944884,13.470588235294118,18.88235294117647,0.7133956386292835,12.852941176470589,58.66292705882353,105.28116943735188,103.88124024494722,0.5535330983492637,-0.024121333643381315,None,0.0,0.0,6.0,10.0,6.0,140.0,183.0,43.0,143.0,181.0,38.0
2015,1293,30,25,5,0.8333333333333334,78.0,68.16666666666667,9.833333333333334,15.595049071918805,13.0,1.0,5.0,3.0,19.533333333333335,7.433333333333334,0.38054607508532423,15.966666666666667,22.966666666666665,0.6952104499274311,11.366666666666667,63.35239111111111,122.33709506434703,106.18582127682356,0.8669684393345717,-0.03363510600123831,None,1.0,0.0,3.0,2.0,4.0,63.0,70.0,7.0,73.0,72.0,-1.0
2015,1294,28,13,15,0.4642857142857143,73.78571428571429,74.39285714285714,-0.6071428571428571,13.14843631581415,3.0,3.0,4.0,2.0,17.892857142857142,6.714285714285714,0.375249500998004,14.0,19.785714285714285,0.7075812274368232,10.571428571428571,60.891255411255415,119.44880179886597,120.07948039640839,0.4715334292474411,-0.0072477149617268255,None,0.0,0.0,3.0,12.0,3.0,246.0,264.0,18.0,259.0,244.0,-15.0
2015,1295,30,21,9,0.7,63.93333333333333,61.63333333333333,2.3,13.76263056250512,9.0,0.0,7.0,1.0,18.3,6.933333333333334,0.3788706739526412,13.0,18.733333333333334,0.693950177935943,9.866666666666667,58.41258666666666,109.59989733631673,103.4506096797079,0.6247208860345412,0.07527911396545872,X15,1.0,0.0,2.0,7.0,3.0,92.0,125.0,33.0,151.0,152.0,1.0
2015,1296,29,13,16,0.4482758620689655,65.0,66.65517241379311,-1.6551724137931034,12.22286117548183,4.0,5.0,6.0,3.0,15.724137931034482,5.068965517241379,0.3223684210526316,16.275862068965516,24.137931034482758,0.6742857142857143,13.931034482758621,60.20443218390804,106.61939231422215,109.48711643274504,0.41343765667011845,0.03483820539884708,None,1.0,0.0,3.0,13.0,4.0,186.0,224.0,38.0,168.0,197.0,29.0
2015,1297,28,11,17,0.39285714285714285,68.28571428571429,70.64285714285714,-2.357142857142857,16.312165236224086,4.0,6.0,1.0,3.0,20.928571428571427,7.0,0.3344709897610922,11.142857142857142,16.75,0.6652452025586354,11.607142857142858,61.45874285714286,109.47497594212008,114.65713618079141,0.38412983037909737,0.00872731247804548,None,0.0,0.0,5.0,12.0,5.0,264.0,256.0,-8.0,232.0,245.0,13.0
2015,1298,31,12,19,0.3870967741935484,60.806451612903224,65.06451612903226,-4.258064516129032,13.891208038541183,5.0,8.0,2.0,3.0,16.06451612903226,5.32258064516129,0.33132530120481923,10.516129032258064,15.709677419354838,0.6694045174537988,11.870967741935484,58.18529032258065,104.54614791880343,112.02349387149377,0.2806021680226699,0.10649460617087847,None,1.0,1.0,5.0,14.0,6.0,252.0,266.0,14.0,267.0,278.0,11.0
2015,1299,30,7,23,0.23333333333333334,57.833333333333336,66.56666666666666,-8.733333333333333,14.324648531658832,2.0,5.0,3.0,3.0,17.6,5.0,0.28409090909090906,12.766666666666667,18.833333333333332,0.6778761061946903,14.766666666666667,59.298133333333325,97.23884032650906,112.14532468167202,0.12386982162548352,0.10946351170784982,None,1.0,1.0,1.0,22.0,2.0,340.0,343.0,3.0,340.0,340.0,0.0
2015,1300,29,22,7,0.7586206896551724,64.65517241379311,54.86206896551724,9.793103448275861,18.111492465672896,13.0,0.0,3.0,1.0,18.0,6.344827586206897,0.35249042145593873,12.586206896551724,18.448275862068964,0.6822429906542057,12.172413793103448,57.70541609195403,111.81650994288366,94.62513628368106,0.907598644338677,-0.1489779546835046,None,1.0,1.0,3.0,4.0,4.0,127.0,116.0,-11.0,109.0,105.0,-4.0
2015,1301,33,20,13,0.6060606060606061,70.39393939393939,65.42424242424242,4.96969696969697,14.209439560920247,6.0,6.0,2.0,3.0,18.393939393939394,6.636363636363637,0.36079077429983525,14.06060606060606,20.575757575757574,0.6833578792341679,10.515151515151516,61.22795959595958,113.83175526154123,106.37417685540608,0.734662955142934,-0.12860234908232793,W08,4.0,2.0,9.0,4.0,13.0,39.0,49.0,10.0,38.0,43.0,5.0
2015,1303,28,11,17,0.39285714285714285,76.14285714285714,78.17857142857143,-2.0357142857142856,13.09711566626447,5.0,6.0,2.0,5.0,18.678571428571427,6.178571428571429,0.3307839388145316,17.607142857142858,25.285714285714285,0.6963276836158192,13.571428571428571,69.66788571428572,108.83236988263697,111.36369875581106,0.40926472754829885,-0.016407584691155996,None,0.0,0.0,2.0,15.0,2.0,300.0,319.0,19.0,253.0,280.0,27.0
2015,1304,31,13,18,0.41935483870967744,61.45161290322581,63.12903225806452,-1.6774193548387097,12.885067868871776,3.0,6.0,4.0,4.0,18.258064516129032,5.193548387096774,0.28445229681978795,13.419354838709678,18.967741935483872,0.7074829931972789,12.548387096774194,60.683657634408604,99.94794253567949,103.0175975452709,0.4074285789869303,0.011926259722747135,None,2.0,0.0,9.0,9.0,11.0,158.0,113.0,-45.0,131.0,118.0,-13.0
2015,1305,29,7,22,0.2413793103448276,59.44827586206897,66.55172413793103,-7.103448275862069,15.643319225319658,2.0,8.0,3.0,3.0,13.206896551724139,3.413793103448276,0.25848563968668403,15.206896551724139,21.517241379310345,0.7067307692307693,13.96551724137931,60.208036781609195,98.65295466582475,110.55976425621944,0.1722076852277795,0.06917162511704811,None,0.0,0.0,5.0,17.0,5.0,306.0,297.0,-9.0,273.0,240.0,-33.0
2015,1306,29,17,12,0.5862068965517241,65.20689655172414,62.3448275862069,2.8620689655172415,10.552738287977869,7.0,3.0,6.0,5.0,19.482758620689655,7.241379310344827,0.37168141592920356,12.931034482758621,19.17241379310345,0.6744604316546763,12.413793103448276,60.59505287356321,106.05030129168891,100.96880002385316,0.651205827839876,-0.06499893128815193,None,0.0,0.0,3.0,9.0,3.0,193.0,204.0,11.0,178.0,174.0,-4.0
2015,1307,31,15,16,0.4838709677419355,61.96774193548387,60.193548387096776,1.7741935483870968,11.636177394214812,5.0,5.0,3.0,4.0,15.516129032258064,4.774193548387097,0.3076923076923077,12.935483870967742,19.64516129032258,0.6584564860426929,12.64516129032258,58.85770322580645,104.36944402256043,101.26590575706565,0.5996647789893755,-0.11579381124744004,None,4.0,2.0,5.0,11.0,9.0,172.0,140.0,-32.0,141.0,108.0,-33.0
2015,1308,31,21,10,0.6774193548387096,67.96774193548387,59.74193548387097,8.225806451612904,13.757601247731062,8.0,2.0,3.0,5.0,12.838709677419354,4.67741935483871,0.36432160804020103,16.129032258064516,22.806451612903224,0.7072135785007072,13.870967741935484,59.60560860215055,113.46825498978514,98.97545808303488,0.8574629579814798,-0.18004360314277013,Y15,2.0,0.0,3.0,7.0,5.0,103.0,143.0,40.0,88.0,107.0,19.0
2015,1309,26,8,18,0.3076923076923077,68.61538461538461,74.11538461538461,-5.5,13.053882416884495,3.0,4.0,1.0,7.0,12.576923076923077,4.269230769230769,0.3394495412844037,17.653846153846153,25.153846153846153,0.7018348623853211,15.384615384615385,65.00217435897436,104.36055479891454,113.4547802244195,0.2549185608309859,0.0527737468613218,None,0.0,0.0,2.0,16.0,2.0,326.0,328.0,2.0,304.0,308.0,4.0
2015,1310,30,8,22,0.26666666666666666,64.33333333333333,71.8,-7.466666666666667,11.505747356092181,4.0,10.0,4.0,3.0,17.466666666666665,6.133333333333334,0.35114503816793896,15.333333333333334,22.066666666666666,0.6948640483383686,13.6,62.156288,102.19359919953818,114.54419845345328,0.1783730275174651,0.08829363914920157,None,2.0,0.0,4.0,18.0,6.0,285.0,315.0,30.0,292.0,314.0,22.0
2015,1311,26,7,19,0.2692307692307692,63.23076923076923,73.76923076923077,-10.538461538461538,15.062002035766819,3.0,6.0,1.0,3.0,17.03846153846154,5.3076923076923075,0.3115124153498871,13.76923076923077,21.884615384615383,0.6291739894551847,17.23076923076923,64.83922051282052,96.5645321714352,112.64992869170212,0.10487108093299932,0.1643596882977699,None,0.0,0.0,3.0,16.0,3.0,321.0,327.0,6.0,321.0,333.0,12.0
2015,1312,25,14,11,0.56,68.44,67.76,0.68,11.92885577077701,6.0,2.0,3.0,1.0,21.84,8.24,0.3772893772893773,13.8,20.08,0.6872509960159363,14.36,63.331584,108.06064079655498,107.25325583532789,0.5346685054187503,0.025331494581249725,None,1.0,0.0,5.0,6.0,6.0,159.0,170.0,11.0,167.0,173.0,6.0
2015,1313,31,18,13,0.5806451612903226,69.06451612903226,67.12903225806451,1.935483870967742,15.273708136852028,10.0,3.0,5.0,3.0,15.67741935483871,5.290322580645161,0.33744855967078186,15.0,22.774193548387096,0.6586402266288952,13.709677419354838,62.03286021505376,109.87894245536872,106.44628656264877,0.5975781777587599,-0.016933016468437256,None,3.0,1.0,4.0,9.0,7.0,167.0,181.0,14.0,197.0,205.0,8.0
2015,1314,35,24,11,0.6857142857142857,77.91428571428571,68.4,9.514285714285714,15.62849307893654,14.0,5.0,2.0,3.0,13.82857142857143,4.771428571428571,0.34504132231404955,14.914285714285715,21.314285714285713,0.6997319034852547,12.685714285714285,65.94535619047618,116.81879387083845,103.60759908628444,0.85955389046577,-0.1738396047514843,Z04,9.0,6.0,10.0,1.0,19.0,11.0,12.0,1.0,16.0,16.0,0.0
2015,1315,28,6,22,0.21428571428571427,67.07142857142857,75.5,-8.428571428571429,12.269091744905078,5.0,9.0,2.0,6.0,18.142857142857142,6.0,0.33070866141732286,14.285714285714286,21.0,0.6802721088435375,12.285714285714286,64.56045714285713,103.50329470893551,115.02537440203518,0.1615704365250264,0.05271527776068788,None,0.0,0.0,4.0,18.0,4.0,310.0,273.0,-37.0,317.0,311.0,-6.0
2015,1316,31,20,11,0.6451612903225806,73.93548387096774,68.51612903225806,5.419354838709677,13.568878512975783,11.0,2.0,1.0,3.0,22.93548387096774,8.709677419354838,0.379746835443038,15.612903225806452,21.451612903225808,0.7278195488721804,12.193548387096774,64.15896774193548,115.94745172313407,106.28280834189954,0.7424765691699658,-0.09731527884738522,X16a,1.0,1.0,2.0,9.0,3.0,162.0,192.0,30.0,127.0,148.0,21.0
2015,1317,29,12,17,0.41379310344827586,64.24137931034483,68.48275862068965,-4.241379310344827,12.563370875393092,3.0,6.0,3.0,3.0,16.24137931034483,4.862068965517241,0.2993630573248407,13.655172413793103,21.551724137931036,0.6335999999999999,13.448275862068966,63.12253793103447,101.7979696721217,108.20603998765554,0.29124841400440643,0.12254468944386943,None,1.0,0.0,3.0,14.0,4.0,224.0,246.0,22.0,241.0,262.0,21.0
2015,1318,34,23,11,0.6764705882352942,68.58823529411765,65.0,3.588235294117647,10.941334597212814,14.0,3.0,6.0,3.0,15.147058823529411,5.882352941176471,0.38834951456310685,15.0,20.676470588235293,0.7254623044096729,13.735294117647058,60.41731764705881,112.78451476439241,106.23471078532508,0.6786198697773617,-0.002149281542067505,Y14,1.0,1.0,1.0,10.0,2.0,86.0,110.0,24.0,120.0,134.0,14.0
2015,1319,32,18,14,0.5625,67.96875,67.59375,0.375,11.730702238144143,8.0,2.0,6.0,3.0,19.71875,7.0,0.3549920760697306,15.59375,20.9375,0.744776119402985,11.875,61.6732,109.79506028193191,108.49534560434178,0.5192298401717753,0.043270159828224686,None,1.0,0.0,3.0,11.0,4.0,166.0,207.0,41.0,190.0,206.0,16.0
2015,1320,33,30,3,0.9090909090909091,65.36363636363636,54.303030303030305,11.06060606060606,8.2972773699511,14.0,0.0,3.0,2.0,18.424242424242426,7.333333333333333,0.3980263157894736,13.484848484848484,18.575757575757574,0.7259380097879282,10.484848484848484,54.598012121212115,118.83091337093796,97.05462183498753,0.9294794141882778,-0.02038850509736878,W05,4.0,1.0,2.0,1.0,6.0,14.0,19.0,5.0,12.0,15.0,3.0
2015,1321,32,15,17,0.46875,63.46875,64.5625,-1.09375,15.728873479607495,4.0,7.0,4.0,4.0,19.84375,7.125,0.3590551181102362,10.90625,14.90625,0.7316561844863732,11.15625,57.54208,107.72568077762398,110.99998606642436,0.4408612420862279,0.0278887579137721,None,3.0,0.0,11.0,6.0,14.0,124.0,151.0,27.0,119.0,145.0,26.0
2015,1322,27,15,12,0.5555555555555556,83.81481481481481,83.88888888888889,-0.07407407407407407,16.51469811326537,7.0,3.0,4.0,0.0,22.666666666666668,8.296296296296296,0.3660130718954248,16.925925925925927,22.59259259259259,0.7491803278688526,11.925925925925926,70.71004444444445,118.39046532883813,118.94426192786247,0.49692804198778756,0.05862751356776802,None,0.0,0.0,5.0,7.0,5.0,161.0,189.0,28.0,213.0,223.0,10.0
2015,1323,34,29,5,0.8529411764705882,78.82352941176471,65.6470588235294,13.176470588235293,15.853132160805274,12.0,2.0,6.0,1.0,21.058823529411764,8.264705882352942,0.39245810055865926,14.970588235294118,20.235294117647058,0.7398255813953488,9.382352941176471,60.98765803921567,127.39693792870054,106.7432209974874,0.9271963870205031,-0.07425521054991491,Y03,8.0,6.0,3.0,2.0,11.0,16.0,27.0,11.0,10.0,18.0,8.0
2015,1324,30,14,16,0.4666666666666667,73.06666666666666,75.5,-2.433333333333333,13.91565864612795,4.0,3.0,6.0,3.0,21.233333333333334,7.633333333333334,0.35949764521193095,14.766666666666667,21.533333333333335,0.6857585139318886,12.733333333333333,63.232398222222216,112.68864988910437,116.88023097801542,0.3880071047278173,0.07865956193884938,None,1.0,0.0,6.0,10.0,7.0,155.0,144.0,-11.0,155.0,153.0,-2.0
2015,1325,30,10,20,0.3333333333333333,67.6,72.2,-4.6,15.182446004075453,2.0,7.0,3.0,2.0,21.233333333333334,7.233333333333333,0.34065934065934067,11.9,16.2,0.7345679012345679,12.733333333333333,63.98591999999999,105.17261405377228,112.60585135659916,0.28582996050051407,0.047503372832819246,None,1.0,0.0,2.0,18.0,3.0,231.0,206.0,-25.0,226.0,219.0,-7.0
2015,1326,33,23,10,0.696969696969697,75.81818181818181,62.39393939393939,13.424242424242424,19.504514322882628,5.0,2.0,2.0,3.0,18.333333333333332,6.818181818181818,0.37190082644628103,13.484848484848484,19.87878787878788,0.6783536585365854,11.303030303030303,62.97179797979797,119.40275843361101,99.65929968413107,0.9376516605772163,-0.24068196360751926,Z10,3.0,0.0,9.0,1.0,12.0,40.0,35.0,-5.0,21.0,14.0,-7.0
2015,1328,32,22,10,0.6875,71.9375,62.75,9.1875,14.366709565867891,8.0,1.0,3.0,5.0,19.65625,6.75,0.34340222575516693,14.0625,19.125,0.7352941176470589,12.125,64.82560000000001,110.04158729521183,96.26629002861938,0.869965074986047,-0.18246507498604703,W03,11.0,5.0,6.0,4.0,17.0,18.0,17.0,-1.0,9.0,9.0,0.0
2015,1329,30,17,13,0.5666666666666667,66.53333333333333,62.9,3.6333333333333333,14.265303673209656,6.0,4.0,2.0,2.0,19.833333333333332,6.866666666666666,0.346218487394958,14.933333333333334,20.433333333333334,0.7308319738988581,12.0,60.87708444444444,108.98715608692352,102.66833470423292,0.6859263265402616,-0.11925965987359499,Z09,5.0,2.0,9.0,4.0,14.0,49.0,26.0,-23.0,37.0,24.0,-13.0
2015,1330,31,24,7,0.7741935483870968,65.35483870967742,56.70967741935484,8.64516129032258,13.260536619066302,7.0,0.0,1.0,1.0,17.903225806451612,5.935483870967742,0.33153153153153153,11.612903225806452,17.225806451612904,0.6741573033707865,10.870967741935484,57.97003010752688,111.97492455861405,97.6841470790026,0.8780018368557343,-0.10380828846863754,None,3.0,1.0,1.0,6.0,4.0,46.0,54.0,8.0,64.0,89.0,25.0
2015,1331,30,16,14,0.5333333333333333,67.33333333333333,69.16666666666667,-1.8333333333333333,12.48220956223519,7.0,2.0,8.0,1.0,15.766666666666667,5.466666666666667,0.346723044397463,17.066666666666666,23.733333333333334,0.7191011235955056,11.9,61.9584,107.81178759936513,110.87038629742179,0.40765373057603665,0.12567960275729667,None,2.0,0.0,3.0,11.0,5.0,163.0,191.0,28.0,216.0,212.0,-4.0
2015,1332,33,24,9,0.7272727272727273,75.0,70.96969696969697,4.03030303030303,14.825213675162772,8.0,2.0,7.0,1.0,20.060606060606062,7.363636363636363,0.3670694864048338,13.393939393939394,17.424242424242426,0.768695652173913,11.666666666666666,64.42472727272728,114.55574896583619,108.93546654031782,0.6831575090388966,0.04411521823383069,Z08,4.0,1.0,6.0,3.0,10.0,27.0,60.0,33.0,46.0,74.0,28.0
